===== TABLE 1 =====
修订日期 | 版本 | 更改条款及内容 | 修订人
20250526 | 1.0 | 值域代码初版 | 裴卓
20250630 | 1.1 | 添加药品耗材服务项目值域 | 裴卓
20250703 | 1.2 | 修正LY.00.251 | 裴卓
20250725 | 1.3 | 新增：(1)LY.00.303 发生区域、(2)LY.00.304 相关因素类别 | 裴卓
20250806 | 1.4 | 删除值域： CV03.00.302 厨房排风设施类别代码表 CV03.00.303 燃料类型代码 CV03.00.115 饮水类别代码表 CV03.00.304 厕所类别代码表 LY.00.217 居住类型 LY.00.218 主要生活来源 LY.00.94 社会活动类型 LY.00.16 护理照顾情况代码 LY.00.15个人健康状况 LY.00.23 结案原因 LY.00.220 进餐评分代码 LY.00.221 梳洗评分代码 LY.00.222 穿衣评分代码 LY.00.223 活动评分代码 LY.00.219 如厕评分代码 LY.00.134中医保健指导代码 LY.00.171检查症状代码 LY.00.191老年人健康状态代码 LY.00.194老年人生活自理代码 LY.00.74 运动频率代码 LY.00.114 乳腺情况代码 LY.00.113 乳头（左）编码 LY.00.112 阴道代码 LY.00.56 罗音情况代码 LY.00.212 脑血管疾病情况代码 LY.00.121 肾脏疾病情况代码 LY.00.145 心脏疾病情况代码 LY.00.157血管疾病情况代码 LY.00.159 眼部疾病情况代码 LY.00.139 危险因素控制情况代码 LY.00.172 健教形式代码 LY.00.177 接收健康教育人员类别代码 LY.00.151 子宫颈临床表现代码 LY.00.185 附件症状代码 LY.00.169 既往史代码 LY.00.189 个人史代码 LY.00.123 孕产史代码 LY.00.115 胎盘娩出代码 LY.00.116 乳腺增生（左）编码 LY.00.118产时并发症 LY.00.35 健康指导情况代码 LY.00.163 出生情况代码 LY.00.199 家族成员所患疾病类别代码表 LY.00.225 母亲妊娠期间患病情况代码 LY.00.128 指导类型代码 LY.00.226 随访月龄代码 LY.00.168 公卫疾病诊断代码 LY.00.227公卫体弱原因类型代码 LY.00.229 体弱儿随访记录表评估代码 LY.00.170 家庭年人均收入代码 LY.00.230 转归类型代码 LY.00.124 诊断依据代码 LY.00.129 地点类型代码 LY.00.175 接生者类型代码 LY.00.130 死亡分类代码 LY.00.22 诊断级别代码 LY.00.141 未治疗原因代码 LY.00.14 其他心脑血管疾病危险因素代码 LY.00.13 并存的相关疾病代码 LY.00.232 高血压症状编码 LY.00.11 病人来源代码 LY.00.34 症状编码 LY.00.32 就业情况代码 LY.00.33 最近一次治疗效果 LY.00.28 危险行为代码 LY.00.25 失访原因 LY.00.27 危险级别编码 LY.00.122 生产劳动及工作编码 LY.00.29 治疗效果编码 LY.00.30 康复措施编码 LY.00.176 肺结核症状代码 LY.00.24 督导人员选择 LY.00.228 停止治疗原因代码 LY.00.43 疾病代码 LY.00.18 病人所属区域名称 LY.00.21 疾病分类代码 LY.00.8 信息类别名称 LY.00.119 事件等级代码 LY.00.224 医疗卫生机构类别代码 LY.00.10 事件信息来源代码 LY.00.150 主要症状代码 LY.00.7 信息类别 LY.00.44 父亲(母亲、兄弟姐妹、子女)患病代码 LY.00.45 饮酒频率代码 LY.00.127 指标数据来源 LY.00.132 随访次数代码 LY.00.136 特殊情况（左）编码 LY.00.137 体格发育评价代码 LY.00.138 外阴代码 LY.00.140 中医健康问答代码 LY.00.142 肿块（右）编码 LY.00.143 腺体（左）编码 LY.00.148 肿块（右）形状编码 LY.00.149 周围组织（左）编码 LY.00.155 新生儿听力筛查代码 LY.00.158 血流分布（左）编码 LY.00.160 边缘特征（左）编码 LY.00.162 病人处理过程代码 LY.00.164 初步诊断异常代码 LY.00.165 初步诊断印象编码 LY.00.167 从事专业类别代码 LY.00.173 导管内癌组织学特性（亚型）编码 LY.00.174 儿童体检年龄代码 LY.00.178 分泌物代码 LY.00.179 接种部位代码 LY.00.180 分泌物检查代码 LY.00.184 康复措施编码 LY.00.186 抗菌类药品分级 LY.00.187 钙化（左）内容编码 LY.00.188 可疑佝偻病体征代码 LY.00.190 口唇情况代码 LY.00.192 巩膜情况代码 LY.00.193 后方回声特征（左）编码 LY.00.195 累及其他组织情况编码 LY.00.196 患者类别编码 LY.00.197 淋巴管侵犯编码 LY.00.131 医疗卫生机构部门代码 LY.00.111 腺体（右）编码 LY.00.9 事件发生场所代码 LY.00.147 新生儿畸形代码 LY.00.213 皮肤编码 LY.00.214 全家每月总收入编码 LY.00.215 认识来源编码 LY.00.216 乳导管扩张（左）编码 LY.00.219 如厕评分 LY.00.251 肿瘤TNM分期代码 | 裴卓
20251021 | 1.5 | 1、LY.00.238 检查部位代码 (1)添加99-其它值域代码 2、LY.00.273 出入库方式 (1)添加07-退货出库值域代码 (2)添加99-其他出库值域代码 | 
20251129 | 1.6 | 1、新增LY.00.305 分娩方式； 2、新增LY.00.306 手术指征； 3、新增LY.00.307 分娩结局 | 

===== TABLE 2 =====
代码 | 名称 | 说明
38 | 右内颈 | 
39 | 右下腹 | 
40 | 右下臂 | 
41 | 右中臂 | 
42 | 右后胸 | 
43 | 右锁骨下 | 
44 | 右大腿 | 
45 | 右上臂 | 
46 | 右上腹 | 
47 | 右腹侧臂肌 | 
48 | 右股外侧肌 | 
99 | 其他 | 

===== TABLE 48 =====
代码 | 名称 | 说明
0 | 有手术无麻醉 | 
1 | 全身麻醉 | 用麻醉剂使全身处于麻醉状态
11 | 吸入麻醉 | 用吸入麻醉剂的方法使全身处于麻醉状态
12 | 静脉麻醉 | 经静脉注入麻醉剂使全身处于麻醉状态
13 | 基础麻醉 | 麻醉前先使患者神志消失的方法
2 | 椎管内麻醉 | 将麻醉药注入椎管内达到局部麻醉效果的方法
21 | 蛛网膜下腔阻滞麻醉法 | 将麻醉药注入蛛网膜下腔达到局部麻醉效果的方法
22 | 硬脊膜外腔阻滞麻醉 | 将麻醉药注入硬脊膜外腔产生局部麻醉效果的方法
3 | 局部麻醉 | 将麻醉药直接注入施行手术的组织内或手术部位周围的麻醉方法
31 | 神经丛阻滞麻醉 | 将局部麻醉药注射于神经丛附近，使通过神经丛的神经及其所分布的区域产生局部麻醉的方法
32 | 神经节阻滞麻醉 | 将局部麻醉药注射于神经节附近，使通过神经节的神经及其所分布的区域产生局部麻醉的方法
33 | 神经阻滞麻醉 | 将局麻药物注射于神经干的周围，使该神经分布的区域产生麻醉作用的方法
34 | 区域阻滞麻醉 | 将局麻药注射于手术野外周，使通往手术野以及由手术野传出的神经末梢皆受到阻滞的局部麻醉方法
35 | 局部浸润麻醉 | 将局麻药沿手术切口线分层注入组织内，以阻滞组织中的神经末梢的麻醉方法
36 | 表面麻醉 | 将麻醉药直接与黏膜或皮肤接触，使支配该部分黏膜或皮肤内的神经末梢被阻滞的麻醉方法
4 | 针刺麻醉 | 中医针刺镇痛
5 | 复合麻醉 | 用一种以上药物或采用多种麻醉方法以增强麻醉效果
51 | 静吸复合全麻 | 静脉麻醉和吸入麻醉共同作用产生麻醉效果
52 | 针药复合麻醉 | 针刺麻醉和药物麻醉共同作用产生麻醉效果
53 | 神经丛与硬膜外阻滞复合麻醉 | 神经丛阻滞麻醉和硬脊膜外腔阻滞麻醉共同作用产生麻醉效果
54 | 全麻复合全身降温 | 在全身麻醉的同时主动降低患者体温
55 | 全麻复合控制性降压 | 在全身麻醉的同时降低患者的血压
5X | 复合麻醉扩充内容 | 增补的复合麻醉方法
6 | 硬膜外麻 | 
X | 麻醉方法扩充内容 | 增补的麻醉方法
9 | 其他麻醉方法 | 以上未提及的其他麻醉方法

===== TABLE 49 =====
代码 | 名称 | 说明
1 | 医院 | WS364.3-2023
11 | 省(市)级医院 | WS364.3-2023
12 | 县(区)级医院 | WS364.3-2023
2 | 妇幼保健院 | WS364.3-2023
3 | 乡(街道)卫生机构 | WS364.3-2023
4 | 村(诊所)卫生机构 | WS364.3-2023
5 | 途中 | WS364.3-2023
6 | 家庭(家中) | WS364.3-2023
9 | 其他 | WS364.3-2023

===== TABLE 50 =====
代码 | 名称 | 说明
1 | 无血缘关系 | 
2 | 直系血缘关系 | 
3 | 三代以内的旁系血缘关系 | 
4 | 三代以外的旁系血缘关系 | 
5 | 不详 | 
9 | 其他 | 

===== TABLE 51 =====
代码 | 名称 | 说明
0 | 有手术，但体表无切口或腔镜手术切口 | 
1 | 甲 | 
2 | 乙 | 
3 | 丙 | 
4 | 其他 | 
11 | I/甲 | 
12 | I/乙 | 
13 | I/丙 | 
14 | I/其他 | 
21 | II/甲 | 
22 | II/乙 | 
23 | II/丙 | 
24 | II/其他 | 
31 | III/甲 | 
32 | III/乙 | 
33 | III/丙 | 
34 | III/其他 | 

===== TABLE 52 =====
代码 | 名称 | 说明
1 | 未见异常 | 
2 | 滴虫 | 
3 | 假丝酵母菌 | 
9 | 其他 | 

===== TABLE 53 =====
代码 | 名称 | 说明
1 | Ⅰ度 | 
2 | Ⅱ度 | 
3 | Ⅲ度 | 
4 | Ⅳ度 | 

===== TABLE 54 =====
代码 | 名称 | 说明
1 | 上 | WS 364.11-2011
2 | 中 | WS 364.11-2011
21 | 中上 | WS 364.11-2011
22 | 中偏上 | WS 364.11-2011
23 | 中偏下 | WS 364.11-2011
24 | 中下 | WS 364.11-2011
3 | 下 | WS 364.11-2011

===== TABLE 55 =====
代码 | 名称 | 说明
1 | 无 | 
2 | 夜惊 | 
3 | 多汗 | 
4 | 烦躁 | 
9 | 其他 | 

===== TABLE 56 =====
代码 | 名称 | 说明
1 | 科学喂养 | WS 364.12—2011
2 | 合理膳食 | WS 364.12—2011
3 | 生长发育 | WS 364.12—2011
4 | 疾病预防 | WS 364.12—2011
5 | 预防意外伤害 | WS 364.12—2011
6 | 口腔保健 | WS 364.12—2011
9 | 其他 | WS 364.12—2011

===== TABLE 57 =====
代码 | 名称 | 说明
1 | 针刺采血 | 
2 | 静脉采血 | 
3 | 动脉采血 | 
4 | 伤口采血 | 
9 | 其他 | 

===== TABLE 58 =====
代码 | 名称 | 说明
1 | 足跟 | 
2 | 手指 | 
3 | 股静脉 | 
4 | 颈静脉 | 
5 | 脐静脉 | 
6 | 桡静脉 | 
9 | 其他 | 

===== TABLE 59 =====
代码 | 名称 | 说明
1 | 酶免疫分析法 | 
2 | 放射免疫分析法 | 
3 | 免疫放射法 | 
4 | 时间分辨荧光免疫分析法 | 
5 | 酶荧光免疫分析法 | 
6 | 细菌抑制法 | 
9 | 其他 | 

===== TABLE 60 =====
代码 | 名称 | 说明
1 | 自取 | 
2 | 电话 | 
3 | 函件 | 
4 | 电子邮件 | 
5 | 短信 | 
9 | 其他 | 

===== TABLE 61 =====
代码 | 名称 | 说明
1 | 痢疾 | WS 364.10-2011
2 | 败血症 | WS 364.10-2011
3 | 麻疹 | WS 364.10-2011
4 | 结核 | WS 364.10-2011
5 | 其他传染病和寄生虫病 | WS 364.10-2011
6 | 白血病 | WS 364.10-2011
7 | 其他肿瘤 | WS 364.10-2011
8 | 脑膜炎 | WS 364.10-2011
9 | 其他神经系统疾病 | WS 364.10-2011
10 | 肺炎 | WS 364.10-2011
11 | 其他呼吸系统疾病 | WS 364.10-2011
12 | 腹泻 | WS 364.10-2011
13 | 其他消化系统疾病 | WS 364.10-2011
14 | 先天性心脏病 | WS 364.10-2011
15 | 神经管畸形 | WS 364.10-2011
16 | 先天愚型 | WS 364.10-2011
17 | 其他先天异常 | WS 364.10-2011
18 | 早产或低出生体重 | WS 364.10-2011
19 | 出生窒息 | WS 364.10-2011
20 | 新生儿破伤风 | WS 364.10-2011
21 | 新生儿硬肿症 | WS 364.10-2011
22 | 颅内出血 | WS 364.10-2011
23 | 其他新生儿病 | WS 364.10-2011
24 | 溺水 | WS 364.10-2011
25 | 交通意外 | WS 364.10-2011
26 | 意外窒息 | WS 364.10-2011
27 | 意外中毒 | WS 364.10-2011
28 | 意外跌落 | WS 364.10-2011
29 | 其他意外 | WS 364.10-2011
30 | 内分泌、营养及代谢疾病 | WS 364.10-2011
31 | 血液及造血器官疾病 | WS 364.10-2011
32 | 循环系统疾病 | WS 364.10-2011
33 | 泌尿系统疾病 | WS 364.10-2011
34 | 诊断不明 | WS 364.10-2011
99 | 其他 | WS 364.10-2011

===== TABLE 62 =====
代码 | 名称 | 说明
1 | 出院诊断 | 住院期间所发现并明确的一切疾病诊断及伤残名称。
2 | 门诊诊断 | 在门诊、所下诊断，含疗养的接诊诊断
3 | 入院初步诊断 | 入院后首次诊断
4 | 术前诊断 | 
5 | 术后诊断 | 
6 | 尸检诊断 | 死亡患者的尸检诊断
7 | 放射诊断 | 放射线检查明确的诊断
8 | 超声诊断 | 超声波检查明确的诊断
9 | 病理诊断 | 病理组织学检查明确的诊断
10 | 并发症诊断 | 在已患疾病的基础上发生的病症
11 | 院内感染诊断 | 入院48小时以上，由于病原体侵入而发生的各种病症
12 | 主要诊断 | 一次就医或住院的主要原因
13 | 次要诊断 | 一次就医或住院伴随主要诊断的疾病
99 | 其他 | 无法按上述类别归类

===== TABLE 63 =====
代码 | 名称 | 说明
1 | 门诊中医诊断病名 | 指患者在门诊或急诊确定的中医诊断病名
2 | 入院中医诊断病名 | 指患者在住院后第一次确定的中医诊断病名
3 | 出院中医诊断病名 | 指患者在住院期间经治医师确定的最后中医诊断病名
4 | 门诊中医诊断证候 | 指患者在门诊或急诊确定的中医诊断证候
5 | 入院中医诊断证候 | 指患者在住院后第一次确定的中医诊断证候
6 | 出院中医诊断证候 | 指患者在住院期间经治医师确定的最后中医诊断证候

===== TABLE 64 =====
代码 | 名称 | 说明
1 | 省级(市)医院 | 
2 | 地区级(市)医院 | 
3 | 县级(区)医院 | 
4 | 乡镇卫生院(社区服务中心) | 
5 | 村卫生室(社区服务站) | 
6 | 未就诊 | 
7 | 不详 | 
99 | 其他 | 

===== TABLE 65 =====
代码 | 名称 | 说明
1 | 经济因难 | WS 364.11-2011
2 | 交通不便 | WS 364.11-2011
3 | 来不及送医院 | WS 364.11-2011
4 | 家长认为病情不严重 | WS 364.11-2011
5 | 风俗习惯 | WS 364.11-2011
9 | 其他 | WS 364.11-2011

===== TABLE 66 =====
代码 | 名称 | 说明
1 | 尸检 | 医疗机构的尸体解剖及公安部门的尸解/尸检
2 | 病理 | 包括活体脱落细胞学检查及组织检查等病理检查
3 | 手术 | 以手术为诊断依据而未进行理化检查
4 | 临床+理化 | 包括B超、X光、心电图等特殊检查
5 | 临床 | 以临床检查为诊断依据而未进行理化检查
6 | 死后推断 | 生前无任何疾病诊断,根据调查后推断死因
7 | 不详 | 

===== TABLE 67 =====
代码 | 名称 | 说明
1 | 正常 | 
2 | 缺失 | 
3 | 增厚 | 
4 | 包块 | 
5 | 压痛 | 
9 | 其他 | 

===== TABLE 68 =====
代码 | 名称 | 说明
1 | 外阴部检查 | 
2 | 阴道窥器检查 | 
3 | 双合诊 | 
4 | 三合诊 | 
5 | 直肠-腹部诊 | 
9 | 其他 | 

===== TABLE 69 =====
代码 | 名称 | 说明
1 | 未发现医学上不宜结婚的异常情况和疾病 | WS 364.11-2011
2 | 患有在传染期内的指定传染病 | WS 364.11-2011
3 | 患有在发病期内的有关精神病 | WS 364.11-2011
4 | 患有不宜生育的严重遗传性疾病或其他重要器官疾病 | WS 364.11-2011
9 | 患有医学上认为不宜结婚的疾病 | WS 364.11-2011

===== TABLE 70 =====
代码 | 名称 | 说明
1 | 未发现医学上不宜结婚的情形 | 
2 | 建议暂缓结婚 | 
3 | 建议不宜生育 | 
4 | 建议不宜结婚 | 
5 | 建议采取医学措施、尊重受检者意愿 | 

===== TABLE 71 =====
代码 | 名称 | 说明
1 | 自然流产 | 
2 | 人工流产 | 
21 | 负压吸引、钳刮术流产 | 
22 | 药物流产 | 
3 | 阴道自然分娩 | 
31 | 会阴切开 | 
32 | 会阴未切 | 
4 | 阴道手术助产 | 
41 | 产钳助产 | 
42 | 臀位助产 | 
43 | 胎头吸引 | 
49 | 其他阴道手术助产 | 
5 | 剖宫产 | 
51 | 子宫下段横切口剖宫产 | 
52 | 子宫体剖宫产 | 
53 | 腹膜外剖宫产 | 
9 | 其他 | 

===== TABLE 72 =====
代码 | 名称 | 说明
1 | 无 | 
2 | 外阴瘙痒 | 
3 | 白带异常 | 
4 | 宫颈触血 | 
5 | 下腹不适 | 
6 | 情绪改变 | 
7 | 潮热出汗 | 
8 | 月经不规律 | 
9 | 失眠 | 
10 | 乳房疼痛 | 
11 | 乳腺肿块 | 
12 | 乳腺异常泌乳 | 
13 | 性交出血 | 
14 | 性交疼痛 | 
15 | 绝经后阴道出血 | 
99 | 其他 | 

===== TABLE 73 =====
代码 | 名称 | 说明
1 | 月经干净后 | 
2 | 行经期 | 
3 | 阴道分娩时 | 
4 | 剖宫产时 | 
5 | 产后恶露净 | 
6 | 产后恶露未净 | 
7 | 人流吸宫术后 | 
8 | 钳刮术后 | 
9 | 中期引产清宫术后 | 
99 | 其他 | 

===== TABLE 74 =====
代码 | 名称 | 说明
1 | 带铜宫形宫内节育器 | 
2 | 带铜T形宫内节育器 | 
3 | 吉妮宫内节育器 | 
4 | 母体乐宫内节育器 | 
5 | 活性γ型宫内节育器 | 
6 | 吲哚美辛-VCu200宫内节育器 | 
7 | 药铜环165宫内节育器 | 
8 | 左炔诺孕酮宫内节育器 | 
99 | 其他 | 

===== TABLE 75 =====
代码 | 名称 | 说明
1 | 经期 | 
2 | 哺乳闭经 | 
3 | 人流后即时 | 
9 | 其他 | 

===== TABLE 76 =====
代码 | 名称 | 说明
1 | 近端包埋法 | 
2 | 银夹法 | 
3 | 改良普氏法 | 
9 | 其他 | 

===== TABLE 77 =====
代码 | 名称 | 说明
1 | 伞部 | 
2 | 壶腹部 | 
3 | 峡部 | 
4 | 间质部 | 
9 | 其他 | 

===== TABLE 78 =====
代码 | 名称 | 说明
1 | 正常 | 
2 | 增大 | 
3 | 缩小 | 
9 | 其他 | 

===== TABLE 79 =====
代码 | 名称 | 说明
1 | 无 | 
2 | 高血压 | 
3 | 糖尿病 | 
4 | 心脏病 | 
5 | 慢性阻塞性肺疾病 | 
6 | 肿瘤 | 
7 | 脑卒中 | 
8 | 甲状腺病 | 
9 | 精神心理疾患 | 
10 | 结核病 | 
11 | 肝脏疾病 | 
12 | 先天畸形 | 
13 | 职业病 | 
14 | 肾脏疾病 | 
15 | 贫血 | 
16 | 乙型肝炎 | 
17 | 淋病/梅毒/衣原体感染等 | 
18 | 癫痫 | 
98 | 其他法定传染病 | 
99 | 其他 | 

===== TABLE 80 =====
代码 | 名称 | 说明
1 | 饮酒 | 
2 | 吸烟 | 
3 | 放射线 | 
4 | 化学制剂 | 
5 | 农药 | 
6 | 服用药物 | 
7 | 噪音 | 
8 | 高温 | 
9 | 密切接触猫狗等家畜、宠物 | 
10 | 振动 | 
11 | 重金属（铅、汞等） | 
99 | 其他 | 

===== TABLE 81 =====
代码 | 名称 | 说明
1 | 左枕前（LOA） | 
2 | 右枕前（ROA） | 
3 | 左枕后（LOP） | 
4 | 右枕后（ROP） | 
5 | 左枕横（LOT） | 
6 | 右枕横（ROT） | 
7 | 左颏前（LMA） | 
8 | 右颏前（RMA） | 
9 | 左颏后（LMP） | 
10 | 右颏后（RMP） | 
11 | 左颏横（LMT） | 
12 | 右颏横（RMT） | 
13 | 左骶前（LSA） | 
14 | 右骶前（RSA） | 
15 | 左骶后（LSP） | 
16 | 右骶后（RSP） | 
17 | 左骶横（LST） | 
18 | 右骶横（RST） | 
19 | 左肩前（LScA） | 
20 | 右肩前（RscA） | 
21 | 左肩后（LScP） | 
22 | 右肩后（RScP） | 
99 | 不详 | 

===== TABLE 82 =====
代码 | 名称 | 说明
1 | - | 
2 | 士 | 
3 | + | 
4 | ++ | 
5 | +++ | 
6 | ++++ | 
7 | 十+++以上 | 

===== TABLE 83 =====
代码 | 名称 | 说明
1 | 个人卫生 | 
2 | 心理 | 
3 | 膳食营养 | 
4 | 避免致畸因素和疾病对胚胎的不良影响 | 
5 | 产前筛查宣传告知 | 
6 | 运动 | 
7 | 自我监测 | 
8 | 分娩准备 | 
9 | 母乳喂养 | 
10 | 新生儿护理与喂养 | 
11 | 婴儿喂养与营养 | 
12 | 性保健 | 
13 | 避孕 | 
99 | 其他 | 

===== TABLE 84 =====
代码 | 名称 | 说明
1 | 无裂伤 | 
2 | Ⅰ°裂伤 | 
3 | Ⅱ°裂伤 | 
4 | Ⅲ°裂伤 | 
5 | 会阴切开 | 

===== TABLE 85 =====
代码 | 名称 | 说明
1 | 产力异常 | 
2 | 胎位异常 | 
3 | 产程停滞 | 
4 | 胎儿窘迫 | 
5 | 脐带脱垂 | 
6 | 产后出血 | 
7 | 羊水栓塞 | 
8 | 弥漫性血管内凝血 | 
9 | 产科休克 | 
10 | 子宫破裂 | 
99 | 其他 | 

===== TABLE 86 =====
代码 | 名称 | 说明
1 | 吸黏液 | 
2 | 气管插管 | 
3 | 正压给氧 | 
4 | 窒息复苏 | 
5 | 呼吸机辅助呼吸 | 
6 | 药物 | 
9 | 其他 | 

===== TABLE 87 =====
代码 | 名称 | 说明
1 | 新生儿窒息 | 
2 | 新生儿吸入综合征 | 
3 | 新生儿肺透明膜病 | 
4 | 新生儿湿肺 | 
5 | 新生儿肺炎 | 
6 | 缺氧缺血性脑病 | 
7 | 新生儿颅内出血 | 
8 | 新生儿硬肿症 | 
9 | 新生儿黄疸 | 
10 | 新生儿溶血病 | 
11 | 新生儿破伤风 | 
12 | 新生儿败血症 | 
13 | 新生儿产伤 | 
99 | 其他 | 

===== TABLE 88 =====
代码 | 名称 | 说明
1 | 愈合 | 
2 | 未愈 | 
3 | 感染 | 
9 | 其他 | 

===== TABLE 89 =====
代码 | 名称 | 说明
1 | 先天性甲状腺功能减低症 | 
2 | 苯丙酮尿症 | 
3 | 6-磷酸葡萄糖脱氢酶缺乏症 | 
4 | 先天性肾上腺皮质增生症 | 
5 | 半乳糖血症 | 
6 | 地中海贫血 | 
9 | 其他 | 

===== TABLE 90 =====
代码 | 名称 | 说明
1 | 成形 | 
11 | 柏油样便 | 
12 | 白陶土样便 | 
2 | 糊状 | 
21 | 稀糊状 | 
22 | 黏液便 | 
23 | 细条样便 | 
3 | 稀 | 
31 | 水样便 | 
32 | 米泔样便 | 
4 | 鲜血样便 | 
5 | 脓性及脓血便 | 
9 | 其他 | 

===== TABLE 91 =====
代码 | 名称 | 说明
1 | 红润 | 
2 | 黄染 | 
3 | 潮红 | 
4 | 苍白 | 
5 | 发绀 | 
9 | 其他 | 

===== TABLE 92 =====
代码 | 名称 | 说明
1 | 面部 | 
2 | 躯干 | 
3 | 四肢 | 
4 | 手足 | 
5 | 巩膜 | 
9 | 其他 | 

===== TABLE 93 =====
代码 | 名称 | 说明
1 | 正常 | 
2 | 膨隆 | 
3 | 凹陷 | 
9 | 其他 | 

===== TABLE 94 =====
代码 | 名称 | 说明
1 | 未脱 | 
2 | 脱落 | 
3 | 脐部有渗出 | 
9 | 其他 | 

===== TABLE 95 =====
代码 | 名称 | 说明
1 | 磺胺类 | 
2 | 抗生素 | 
3 | 避孕药 | 
4 | 镇静药 | 
9 | 其他 | 

===== TABLE 96 =====
代码 | 名称 | 说明
1 | 父母 | 
2 | 祖父母 | 
3 | 外祖父母 | 
9 | 其他 | 

===== TABLE 97 =====
代码 | 名称 | 说明
1 | 医务人员 | 
2 | 乡村医生 | 
3 | 家庭接生员 | 
9 | 其他人员 | 

===== TABLE 98 =====
代码 | 名称 | 说明
1 | 个人、家庭、居民团体的知识技能问题 | WS 364.11-2011
2 | 个人、家庭的态度问题 | WS 364.11-2011
3 | 个人、家庭的资源问题 | WS 364.11-2011
4 | 村级医疗保健人员的知识技能问题 | WS 364.11-2011
5 | 村级医疗保健人员的态度问题 | WS 364.11-2011
6 | 村级医疗保健的资源问题 | WS 364.11-2011
7 | 乡级(街道)医疗保健人员的知识技能问题 | WS 364.11-2011
8 | 乡级(街道)医疗保健人员的态度问题 | WS 364.11-2011
9 | 乡级(街道)医疗保健机构的资源问题 | WS 364.11-2011
10 | 乡级(街道)医疗保健机构的管理问题 | WS 364.11-2011
11 | 县(区)级医疗保健人员的知识技能问题 | WS 364.11-2011
12 | 县(区)级医疗保健人员的态度问题 | WS 364.11-2011
13 | 县(区)级医疗保健机构的资源问题 | WS 364.11-2011
14 | 县(区)级医疗保健机构的管理问题 | WS 364.11-2011
15 | 省(地、市)级医疗保健人员的知识技能问题 | WS 364.11-2011
16 | 省(地、市)级医疗保健人员的态度问题 | WS 364.11-2011
17 | 省(地、市)级医疗保健机构的资源问题 | WS 364.11-2011
18 | 省(地、市)级医疗保健机构的管理问题 | WS 364.11-2011
19 | 社会其他各相关部门的知识技能问题 | WS 364.11-2011
20 | 社会其他各相关部门的态度问题 | WS 364.11-2011
21 | 社会其他各相关部门的资源问题 | WS 364.11-2011
99 | 其他问题 | WS 364.11-2011

===== TABLE 99 =====
代码 | 名称 | 说明
1 | 无 | 
2 | 避孕药 | 
3 | 宫内节育器 | 
4 | 工具 | 
5 | 安全期 | 
6 | 绝育手术 | 
7 | 皮下埋植 | 
8 | 体外排精 | 
99 | 其他 | 

===== TABLE 100 =====
代码 | 名称 | 说明
1 | 从不 | 
2 | 偶尔 | 
21 | 1d/月～3d/月 | 
22 | 少于1d/月 | 
3 | 经常 | 
31 | 5d/周～6d/周 | 
32 | 3d/周～4d/周 | 
33 | 1d/周～2d/周 | 
4 | 每天 | 

===== TABLE 101 =====
代码 | 名称 | 说明
1 | 乙型肝炎疫苗预 | 预防乙型肝炎
2 | 结核疫苗 | 预防结核病
3 | 脊髓灰质炎疫苗 | 预防脊髓灰质炎
4 | 白喉百日咳破伤风疫苗 | 预防自喉、百日咳、破伤风
5 | 麻疹疫苗 | 预防麻疹
6 | 乙型脑炎疫苗 | 预防乙型脑炎
7 | 脑膜炎球菌疫苗 | 预防脑膜炎球菌
8 | 麻疹流行性腮腺炎疫苗 | 预防麻疹、流行性腮腺炎
9 | 麻疹风疹疫苗 | 预防麻疹、风疹
10 | 白喉破伤风疫苗 | 预防白喉、破伤风
11 | 麻疹流行性腮腺炎风疹疫苗 | 预防麻疹、流行性腮腺炎风疹
12 | 水痘疫苗 | 预防水痘
13 | 肺炎球菌疫苗 | 预防肺炎球菌
14 | 流行性感冒疫苗 | 预防流行性感冒
15 | 甲型肝炎疫苗 | 预防甲型肝炎
16 | 风疹疫苗 | 预防风疹
17 | 流行性腮腺炎疫苗 | 预防流行性腮腺炎
18 | 流感嗜血杆菌疫苗 | 预防流感嗜血杆菌引起的脑膜炎等疾病
19 | 甲型肝炎乙型肝炎疫苗 | 预防甲型肝炎、乙型肝炎
20 | 狂犬病疫苗 | 预防狂犬病
21 | 轮状病毒疫苗 | 预防轮状病毒引起的腹泻
22 | 霍乱疫苗 | 预防雹乱
23 | 钩端蜾旋体疫苗 | 预防钩端螺旋体病
24 | 肾综合征出血热疫苗 | 预防肾综合征出血热
25 | 炭疽疫苗 | 预防炭疽
26 | 黄热病疫苗 | 预防黄热病
27 | 伤寒疫苗(包含副伤寒) | 预防伤寒(包含副伤寒)
28 | 气管炎疫苗 | 预防气管炎
29 | 白喉疫苗 | 预防白喉
30 | 破伤风疫苗 | 预防破伤风
31 | 百日咳疫苗 | 预防百日咳
32 | 森林脑炎疫苗 | 预防森林脑炎
33 | 布氏菌疫苗 | 预防布病
34 | 鼠疫疫苗 | 预防鼠疫
35 | 痢疾疫苗 | 预防痢疾
36 | 人类乳头瘤病毒疫苗 | 预防人类乳头瘤病毒引起的疾病
37 | 疖病疫苗 | 预防疖病
38 | 四联疫苗 | 预防相应的四种疾病(白喉、百日咳、破伤风+流感嗜血杆菌引起的脑膜炎或脊髓灰质炎或乙肝等1种不确定疫苗联合）
39 | 五联疫苗 | 预防相应的五种疾病(白喉、百日咳、破伤风+2种不确定疫苗联合)
